,DOCdate_month,ÈÕÁä,eef_high_flg,avg_temperature1,avg_temperature2,avg_temperature3,avg_temperature4,avg_temperature5,avg_temperature,min_temperature1,min_temperature2,min_temperature3,min_temperature4,min_temperature5,min_temperature,max_temperature1,max_temperature2,max_temperature3,max_temperature4,max_temperature5,max_temperature,avg_humidity,min_humidity,max_humidity
478,2,1,0,33.8298547979798,34.189343434343435,34.15958333333334,34.22666666666667,33.83223484848485,34.13145202020202,32.81636363636364,33.16727272727273,33.21090909090909,33.27272727272727,32.88909090909091,32.77272727272727,34.83272727272727,35.196363636363635,35.13636363636363,35.21090909090909,34.82,35.156363636363636,48.92607089498456,43.9754716981132,54.48490566037736
479,2,1,1,32.49684722222222,33.858777777777775,34.026152777777774,33.92086111111111,32.42870833333333,33.94002777777778,31.52,32.96,33.160000000000004,32.985,31.535000000000004,32.735,33.489999999999995,34.705,34.87,34.785000000000004,33.415,34.985,53.79236928104575,50.199999999999996,58.58235294117647
480,2,2,-1,33.31951258912656,33.55902963458111,33.664904745989304,33.599036876114084,33.42635416666666,33.51199699197861,32.24545454545454,32.35,32.40909090909091,32.36363636363637,32.32272727272727,32.28636363636363,34.300000000000004,34.731818181818184,34.9,34.74545454545454,34.46818181818182,34.809090909090905,46.885547014260254,42.11363636363637,52.49545454545455
481,2,2,0,33.06228680173992,33.42634500915751,33.407088484432236,33.470804716117215,33.07162603021978,33.383792639652015,32.080357142857146,32.41607142857143,32.4,32.44285714285714,32.098214285714285,32.20892857142857,34.03035714285714,34.392857142857146,34.31428571428571,34.43214285714286,34.042857142857144,34.551785714285714,54.504420999525166,51.02222222222222,58.48888888888889
482,2,2,1,31.66722222222222,32.99130952380953,33.17071428571429,33.08694444444444,31.663571428571426,33.08329365079366,30.799999999999997,32.147619047619045,32.33809523809524,32.24285714285715,30.861904761904764,31.919047619047618,32.59047619047619,33.83809523809524,33.93333333333334,33.904761904761905,32.59047619047619,34.20952380952381,59.657598039215685,55.817647058823525,64.21764705882353
483,2,3,-1,32.67180735930736,32.95357819264069,33.02810470779221,32.964285714285715,32.77242288961039,32.877117153679656,31.55909090909091,31.877272727272725,31.89090909090909,31.786363636363635,31.79090909090909,31.34090909090909,33.63636363636363,34.086363636363636,34.20454545454545,34.10454545454545,33.809090909090905,34.13181818181818,52.28485795454546,45.28181818181818,60.13636363636363
484,2,3,0,32.2804368622449,32.61537609835601,32.56423699688209,32.62972913123583,32.29599808673469,32.55320560515873,31.339285714285715,31.644642857142856,31.605357142857144,31.630357142857143,31.3125,31.396428571428572,33.28035714285714,33.61607142857143,33.50178571428571,33.621428571428574,33.24821428571428,33.75178571428571,58.95884433962264,54.57358490566038,63.07169811320755
485,2,3,1,31.179365079365077,32.15952380952381,32.38055555555555,32.30257936507936,31.12559523809524,32.268253968253966,30.200000000000003,31.142857142857142,31.54285714285714,31.395238095238092,30.200000000000003,31.142857142857142,32.41904761904762,33.10952380952381,33.214285714285715,33.22380952380953,32.233333333333334,33.41904761904762,64.06617647058823,60.182352941176475,68.80588235294118
486,2,4,-1,31.979594481605353,32.29261217948718,32.338040691192866,32.28395345596432,32.10544871794872,32.20331800445931,30.926086956521736,31.13913043478261,31.191304347826087,31.130434782608695,31.03478260869565,30.960869565217394,32.94782608695652,33.47391304347826,33.52608695652174,33.42608695652174,33.2,33.49130434782609,56.031925167224074,50.7695652173913,61.800000000000004
487,2,4,0,31.62718932748538,31.825402046783626,31.787079678362574,31.85474415204678,31.635116959064327,31.776911549707606,30.664912280701756,30.826315789473682,30.843859649122805,30.86842105263158,30.652631578947368,30.494736842105265,32.56140350877193,32.84035087719298,32.73684210526316,32.82280701754386,32.57368421052632,32.96491228070175,58.74255401234568,54.83148148148148,62.86851851851852
488,2,4,1,31.293849206349208,31.482341269841267,31.512301587301586,31.64246031746032,31.16865079365079,31.487301587301587,30.385714285714286,30.547619047619047,30.714285714285715,30.75238095238095,30.30952380952381,30.138095238095236,32.12857142857143,32.42857142857143,32.333333333333336,32.51428571428571,32.061904761904756,32.614285714285714,67.97229938271605,62.98888888888889,72.49444444444445
489,2,5,-1,31.286956521739132,31.572871376811598,31.628079710144927,31.598052536231886,31.452309782608697,31.50561594202898,30.26086956521739,30.430434782608696,30.434782608695652,30.40869565217391,30.347826086956523,30.221739130434784,32.31304347826087,32.79130434782609,32.81739130434782,32.71739130434783,32.504347826086956,32.78260869565217,58.76458333333334,53.24782608695652,64.70869565217392
490,2,5,0,30.903980654761906,31.128199404761904,31.081863839285713,31.146168154761906,30.96493675595238,31.068229166666665,29.942857142857143,30.167857142857144,30.14107142857143,30.19107142857143,29.994642857142857,29.864285714285717,31.844642857142855,32.12678571428571,31.989285714285717,32.121428571428574,31.894642857142856,32.24285714285714,58.721167452830194,54.0433962264151,63.798113207547175
491,2,5,1,30.608730158730157,30.642757936507937,30.66626984126984,30.832837301587297,30.538888888888884,30.687896825396827,29.700000000000003,29.757142857142856,29.823809523809523,30.009523809523813,29.64761904761905,29.48095238095238,31.523809523809526,31.552380952380954,31.56190476190476,31.68095238095238,31.385714285714286,31.795238095238098,69.72745782726047,64.0421052631579,75.06842105263158
492,2,6,-1,30.686186594202898,30.875951086956523,30.935960144927535,30.89538043478261,30.811367753623184,30.841621376811595,29.62173913043478,29.665217391304346,29.804347826086957,29.769565217391307,29.782608695652176,29.582608695652173,31.791304347826085,32.09130434782609,32.06521739130435,32.004347826086956,31.834782608695654,32.143478260869564,61.923052536231886,55.47826086956522,66.95217391304348
493,2,6,0,30.239211309523807,30.351841517857142,30.317596726190477,30.390606398809524,30.294698660714285,30.326246279761904,29.27857142857143,29.351785714285715,29.34107142857143,29.349999999999998,29.335714285714285,29.03392857142857,31.223214285714285,31.3625,31.3125,31.425,31.289285714285715,31.5625,58.540345575318405,53.56111111111112,63.35925925925926
494,2,6,1,29.932499999999997,29.932499999999997,29.945,30.059791666666666,29.813541666666662,29.944374999999997,29.03,29.05,29.080000000000002,29.189999999999998,28.93,28.735000000000003,30.82,30.860000000000003,30.735000000000003,30.955000000000002,30.705000000000002,30.964999999999996,72.17132352941178,67.01764705882353,76.4235294117647
495,2,7,-1,30.27635869565217,30.416440217391305,30.43709239130435,30.36050724637681,30.248460144927535,30.345063405797102,29.17391304347826,29.330434782608698,29.46521739130435,29.400000000000002,29.291304347826088,29.191304347826087,31.304347826086957,31.44347826086957,31.48695652173913,31.47391304347826,31.27391304347826,31.578260869565216,63.337273550724646,57.70869565217391,68.00869565217391
496,2,7,0,29.655970982142858,29.728552827380952,29.72470238095238,29.82021949404762,29.77025669642857,29.74427083333333,28.75357142857143,28.826785714285712,28.787499999999998,28.864285714285717,28.90357142857143,28.56964285714286,30.61785714285714,30.650000000000002,30.646428571428572,30.776785714285715,30.7,30.88214285714286,58.92253729423869,53.99074074074074,62.42777777777778
497,2,7,1,29.348333333333336,29.3375,29.33125,29.469791666666662,29.342291666666664,29.361250000000002,28.575,28.525,28.51,28.725,28.485000000000003,28.25,30.175,30.185000000000002,30.160000000000004,30.305,30.264999999999997,30.415,73.84338235294118,69.04705882352941,77.74117647058824
498,2,8,-1,29.866802536231884,29.948822463768114,29.95,29.906431159420293,29.816666666666666,29.900000000000002,28.834782608695654,28.97826086956522,29.073913043478264,29.03478260869565,28.900000000000002,28.782608695652176,30.85217391304348,31.05217391304348,31.05217391304348,31.043478260869566,30.839130434782607,31.22608695652174,63.15235507246376,56.94347826086957,68.05652173913043
499,2,8,0,29.32156432748538,29.375895467836255,29.33346125730994,29.428965643274854,29.411330409356722,29.378070175438594,28.424561403508772,28.494736842105265,28.45263157894737,28.480701754385965,28.473684210526315,28.18421052631579,30.208771929824564,30.321052631578947,30.29298245614035,30.38947368421053,30.352631578947367,30.536842105263155,58.96270377648667,53.67818181818182,63.20727272727273
500,2,8,1,28.976497113997116,28.97260101010101,28.959992784992785,29.09949494949495,29.012968975468972,29.004329004329005,28.16190476190476,28.138095238095236,28.223809523809525,28.357142857142858,28.219047619047622,27.90952380952381,29.761904761904763,29.79047619047619,29.80952380952381,30.0,29.966666666666665,30.066666666666666,74.52973484848485,69.07777777777778,79.10555555555555
501,2,9,-1,29.451721014492755,29.562273550724637,29.565353260869564,29.51951992753623,29.45484601449275,29.508106884057973,28.47391304347826,28.62173913043478,28.73913043478261,28.617391304347827,28.569565217391304,28.382608695652173,30.41304347826087,30.63478260869565,30.595652173913045,30.608695652173914,30.426086956521736,30.808695652173913,63.42210144927536,57.0304347826087,68.0
502,2,9,0,28.952550287356324,29.01345186781609,28.968301005747126,29.073204022988506,29.0808908045977,29.020294540229884,27.982758620689655,28.143103448275863,28.153448275862072,28.160344827586208,28.23448275862069,27.906896551724138,29.862068965517242,29.979310344827585,29.898275862068964,30.06551724137931,30.03448275862069,30.201724137931034,60.365517821712025,55.598214285714285,63.50892857142857
503,2,9,1,28.689484126984127,28.729960317460318,28.79206349206349,28.941468253968257,28.88015873015873,28.809126984126983,27.83809523809524,27.814285714285717,27.88095238095238,28.071428571428573,27.93809523809524,27.742857142857144,29.657142857142855,29.66190476190476,29.700000000000003,29.861904761904764,29.966666666666665,29.914285714285718,75.44699074074074,67.67222222222222,79.91111111111111
504,2,10,-1,29.077581521739127,29.147146739130434,29.24800724637681,29.20113224637681,29.09338768115942,29.150679347826085,28.065217391304348,28.230434782608693,28.395652173913046,28.230434782608693,28.208695652173912,27.652173913043477,30.12608695652174,30.130434782608695,30.160869565217393,30.117391304347827,30.05217391304348,30.51304347826087,64.60701992753624,56.699999999999996,69.23478260869565
505,2,10,0,28.52489224137931,28.618049568965517,28.572719109195404,28.653502155172415,28.76158405172414,28.62717313218391,27.58103448275862,27.74827586206897,27.717241379310344,27.767241379310345,27.88448275862069,27.451724137931034,29.49137931034483,29.643103448275863,29.574137931034482,29.696551724137933,29.78965517241379,29.925862068965518,62.08463541666667,54.583928571428565,66.66964285714286
506,2,10,1,28.41728896103896,28.474247835497838,28.470416666666665,28.680790043290042,28.637765151515154,28.536948051948055,27.54090909090909,27.477272727272727,27.59090909090909,27.84090909090909,27.713636363636365,27.35909090909091,29.45,29.63181818181818,29.654545454545453,29.90909090909091,29.986363636363638,29.977272727272727,75.7148120300752,69.60000000000001,79.88421052631578
507,2,11,-1,28.601449275362317,28.73953804347826,28.859692028985506,28.733197463768118,28.645833333333332,28.715851449275366,27.573913043478264,27.769565217391307,27.96521739130435,27.79565217391304,27.786956521739132,27.482608695652175,29.652173913043477,29.752173913043475,29.847826086956523,29.756521739130434,29.656521739130437,30.043478260869566,67.5322463768116,58.38695652173914,74.04347826086956
508,2,11,0,28.06230579096045,28.232296481766816,28.226897149460708,28.21637776065742,28.35429506933744,28.220119093477145,27.15762711864407,27.301694915254238,27.31016949152542,27.27457627118644,27.4135593220339,27.061016949152542,29.08813559322034,29.208474576271186,29.210169491525424,29.276271186440677,29.38135593220339,29.466101694915253,64.31337790498975,58.28947368421053,67.90701754385965
509,2,11,1,28.072348484848487,28.074431818181814,28.147348484848486,28.317234848484848,28.196590909090904,28.162310606060604,27.113636363636363,27.1,27.20909090909091,27.354545454545452,27.236363636363638,26.886363636363637,29.236363636363638,29.41818181818182,29.49090909090909,29.681818181818183,29.736363636363638,29.772727272727273,76.10062500000001,69.495,80.95500000000001
510,2,12,-1,28.067074275362323,28.195697463768116,28.30298913043478,28.243251811594202,28.103985507246374,28.183288043478264,26.995652173913044,27.160869565217393,27.36086956521739,27.252173913043475,27.286956521739132,26.847826086956523,29.130434782608695,29.217391304347824,29.37826086956522,29.308695652173913,29.078260869565216,29.62608695652174,65.80076992753624,57.904347826086955,71.04782608695653
511,2,12,0,27.66414194915254,27.905031779661016,27.913541666666664,27.8871645480226,28.007697740112995,27.87803672316384,26.75423728813559,27.079661016949153,27.05762711864407,27.00677966101695,27.11864406779661,26.764406779661016,28.591525423728815,28.82542372881356,28.796610169491526,28.816949152542374,28.96779661016949,29.059322033898304,65.51568710285815,59.62982456140351,69.71403508771931
512,2,12,1,27.653219696969696,27.64564393939394,27.665719696969692,27.78939393939394,27.655113636363637,27.68125,26.768181818181816,26.768181818181816,26.786363636363635,27.004545454545454,26.763636363636362,26.536363636363635,28.572727272727274,28.65909090909091,28.60909090909091,28.85,28.786363636363635,29.022727272727273,76.50791666666666,69.555,80.91499999999999
513,2,13,-1,27.615443120168443,27.778611325633573,27.85672667212258,27.81616843023345,27.773511582292098,27.772505599996926,26.617391304347827,26.88695652173913,27.017391304347825,26.88695652173913,26.917391304347827,26.62173913043478,28.63913043478261,28.73913043478261,28.8,28.713043478260868,28.708695652173912,28.86086956521739,64.62547542340971,56.66956521739131,70.47826086956522
514,2,13,0,27.381249503968252,27.64839321789322,27.64441341991342,27.610490845959596,27.69906543109668,27.599817595598843,26.475,26.813333333333333,26.788333333333334,26.75,26.776666666666664,26.403333333333332,28.334999999999997,28.548333333333336,28.53666666666667,28.553333333333335,28.65666666666667,28.783333333333335,66.97504322108426,57.932758620689654,71.86551724137931
515,2,13,1,27.393560606060603,27.36742424242424,27.39715909090909,27.551136363636363,27.417613636363637,27.42537878787879,26.522727272727273,26.55,26.55,26.74090909090909,26.586363636363636,26.30454545454546,28.177272727272726,28.10909090909091,28.2,28.295454545454547,28.19090909090909,28.522727272727273,76.85979166666667,69.81,82.52000000000001
516,2,14,-1,27.328551136363636,27.450426136363635,27.53527462121212,27.430160984848484,27.406912878787878,27.428835227272724,26.40909090909091,26.49090909090909,26.672727272727272,26.563636363636363,26.568181818181817,26.25,28.245454545454546,28.413636363636364,28.422727272727272,28.377272727272725,28.254545454545454,28.527272727272727,64.40269886363636,57.28636363636363,69.17727272727274
517,2,14,0,27.109733422939065,27.314717741935485,27.319170026881718,27.301836917562724,27.366745071684587,27.285047043010753,26.19516129032258,26.48548387096774,26.520967741935483,26.429032258064513,26.4,26.030645161290323,28.062903225806455,28.206451612903226,28.129032258064516,28.198387096774194,28.309677419354838,28.45967741935484,66.98736111111111,61.483333333333334,70.73833333333333
518,2,14,1,27.168853305785124,27.170368457300274,27.208178374655645,27.373467630853995,27.252772038567493,27.23551997245179,26.354545454545452,26.427272727272726,26.44090909090909,26.60909090909091,26.354545454545452,26.063636363636363,28.05454545454546,28.013636363636362,27.968181818181815,28.163636363636364,28.177272727272726,28.395454545454548,76.00206439393939,69.17,81.57000000000001
519,2,15,-1,26.987328375286044,27.08352879481312,27.160719393592675,27.042052822273074,26.97639921815408,27.053408657513348,26.06086956521739,26.14782608695652,26.208695652173912,26.20434782608696,26.160869565217393,25.769565217391307,27.969565217391303,28.06086956521739,28.130434782608695,27.93913043478261,27.856521739130436,28.343478260869563,64.36776554157133,58.05217391304348,69.15652173913044
520,2,15,0,26.857909511278653,27.013748209256022,27.027369359156467,26.970171972125097,27.044091379540596,26.98471820063617,25.9390625,26.159375,26.209375,26.1484375,26.1421875,25.7109375,27.8453125,27.909375,27.9125,27.8484375,28.0,28.1546875,67.6012024042266,60.83870967741935,71.72258064516129
521,2,15,1,26.9390873015873,26.941666666666666,26.940079365079367,27.14107142857143,27.084920634920632,27.007936507936506,26.114285714285714,26.200000000000003,26.19047619047619,26.390476190476193,26.24761904761905,25.80952380952381,27.82857142857143,27.704761904761902,27.742857142857144,27.9,27.952380952380953,28.133333333333333,75.20109649122807,67.63157894736842,81.58947368421053
522,2,16,-1,26.594202898550723,26.71764492753623,26.764320652173915,26.757980072463766,26.717237318840578,26.714900362318843,25.656521739130437,25.76521739130435,25.956521739130434,25.891304347826086,25.86086956521739,25.660869565217393,27.504347826086956,27.617391304347827,27.62173913043478,27.643478260869564,27.62608695652174,27.834782608695654,64.83554347826087,58.904347826086955,69.68695652173913
523,2,16,0,26.669268972247487,26.83897877369557,26.85378574187168,26.8381231479376,26.91395480516574,26.82364155396382,25.7609375,26.05,26.075,26.0109375,25.9703125,25.5625,27.659375,27.721875,27.7515625,27.8046875,27.95,28.0421875,67.8675054311037,62.54838709677419,71.65806451612903
524,2,16,1,26.777380952380955,26.830357142857142,26.901984126984125,27.105753968253968,27.078769841269843,26.937896825396827,25.885714285714286,26.014285714285712,26.109523809523807,26.228571428571428,26.023809523809526,25.552380952380954,27.79047619047619,27.728571428571428,27.804761904761904,28.133333333333333,28.295238095238098,28.20952380952381,73.58070175438597,66.63684210526316,79.76315789473684
525,2,17,-1,26.28442234848485,26.427367424242423,26.487026515151513,26.483285984848486,26.441382575757576,26.4296875,25.39090909090909,25.518181818181816,25.654545454545453,25.64090909090909,25.627272727272725,25.431818181818183,27.177272727272726,27.395454545454548,27.30909090909091,27.30909090909091,27.372727272727275,27.622727272727275,64.75222537878788,58.38636363636363,69.73636363636363
526,2,17,0,26.488065171632346,26.68885788798629,26.733968518726172,26.702842556945445,26.76189859287223,26.676798035046335,25.584126984126982,25.86190476190476,25.91269841269841,25.846031746031745,25.795238095238094,25.404761904761905,27.50952380952381,27.606349206349208,27.63174603174603,27.615873015873014,27.798412698412697,27.94126984126984,67.68313432371689,62.808196721311475,71.44590163934426
527,2,17,1,26.613825757575754,26.7625,26.83409090909091,27.104545454545452,27.068181818181817,26.876704545454547,25.75,25.95909090909091,26.018181818181816,26.218181818181815,25.922727272727272,25.477272727272727,27.65,27.74090909090909,27.8,28.19090909090909,28.404545454545453,28.163636363636364,74.26604166666667,67.375,80.28
528,2,18,-1,25.927935606060604,26.15,26.202651515151516,26.23186553030303,26.184753787878787,26.14403409090909,24.995454545454546,25.227272727272727,25.41818181818182,25.45,25.4,25.1,26.836363636363636,27.05,27.072727272727274,27.045454545454547,27.095454545454547,27.245454545454546,65.03205492424242,58.6,70.20909090909092
529,2,18,0,26.369193279163515,26.553557470968183,26.59433392885774,26.577539496438305,26.614267104148055,26.54318382235049,25.331746031746032,25.623809523809523,25.71746031746032,25.65714285714286,25.649206349206352,25.187301587301587,27.517460317460316,27.601587301587305,27.536507936507935,27.566666666666666,27.658730158730158,27.903174603174605,68.701547243266,63.21,72.92333333333333
530,2,18,1,26.396022727272726,26.639772727272728,26.67215909090909,26.967613636363637,26.91287878787879,26.717803030303028,25.513636363636362,25.731818181818184,25.736363636363638,25.963636363636365,25.75,25.372727272727275,27.654545454545453,27.763636363636362,27.872727272727275,28.222727272727273,28.35909090909091,28.186363636363637,74.81791666666666,67.28999999999999,81.2
531,2,19,-1,25.698585562987734,25.990095457079153,25.995833333333334,26.042917363433666,26.023944397993308,25.95632664437012,24.76521739130435,25.104347826086954,25.2,25.221739130434784,25.13478260869565,24.926086956521736,26.669565217391302,26.891304347826086,26.73478260869565,26.86086956521739,26.904347826086955,27.12173913043478,65.3115001393534,60.2304347826087,70.19130434782609
532,2,19,0,26.263078358839227,26.50308572767812,26.511417058686078,26.49095603822506,26.531198562407802,26.46282435911512,25.245454545454546,25.551515151515154,25.58939393939394,25.524242424242424,25.496969696969696,25.084848484848482,27.5,27.633333333333333,27.60909090909091,27.58030303030303,27.67878787878788,28.02878787878788,69.75210912108557,64.2984126984127,73.7968253968254
533,2,19,1,26.155113636363637,26.411363636363635,26.440719696969698,26.780681818181815,26.71098484848485,26.499242424242425,25.14090909090909,25.468181818181815,25.504545454545454,25.786363636363635,25.45,25.036363636363635,27.61818181818182,27.704545454545453,27.672727272727272,27.94545454545454,27.995454545454546,28.231818181818184,74.62791666666666,67.285,80.5
534,2,20,-1,25.424365942028984,25.76046195652174,25.805072463768116,25.83822463768116,25.82201086956522,25.729030797101448,24.460869565217394,24.756521739130434,25.030434782608697,25.03478260869565,24.94782608695652,24.682608695652174,26.38695652173913,26.72608695652174,26.608695652173914,26.63478260869565,26.682608695652174,26.917391304347827,65.5853713768116,59.626086956521746,70.86086956521739
535,2,20,0,26.135300925925925,26.435684974747474,26.464315025252525,26.428061868686868,26.464414983164982,26.390277777777776,25.065151515151513,25.437878787878788,25.493939393939392,25.445454545454545,25.401515151515152,24.96969696969697,27.331818181818182,27.54848484848485,27.527272727272727,27.504545454545454,27.62727272727273,27.96212121212121,71.74817173753667,66.44193548387096,76.14838709677419
536,2,20,1,25.856628787878787,26.135037878787877,26.23806818181818,26.54356060606061,26.54375,26.263068181818184,24.88181818181818,25.295454545454547,25.436363636363637,25.663636363636364,25.522727272727273,24.84090909090909,27.13181818181818,27.20909090909091,27.268181818181816,27.536363636363635,27.718181818181815,27.83181818181818,75.975,68.69500000000001,81.69500000000001
537,2,21,-1,25.337001811594202,25.607065217391302,25.77164855072464,25.830751811594205,25.873641304347824,25.688813405797102,24.313043478260873,24.539130434782606,24.891304347826086,24.952173913043477,24.85217391304348,24.595652173913045,26.43913043478261,26.656521739130437,26.77391304347826,26.882608695652173,26.995652173913044,27.069565217391304,65.86970108695652,60.426086956521736,72.91739130434782
538,2,21,0,25.947942578772803,26.297248134328356,26.306902985074625,26.256104892205638,26.326813847429516,26.231478026533996,24.849253731343286,25.328358208955223,25.386567164179105,25.340298507462688,25.30597014925373,24.9,27.1910447761194,27.4089552238806,27.35970149253731,27.29850746268657,27.45074626865672,27.81940298507463,71.60573183760684,66.6123076923077,75.56615384615385
539,2,21,1,25.5125,25.832386363636363,25.89375,26.20814393939394,26.265530303030303,25.94337121212121,24.64090909090909,25.031818181818185,25.068181818181817,25.377272727272725,25.263636363636362,24.58181818181818,26.477272727272727,26.64090909090909,26.768181818181816,27.063636363636363,27.186363636363637,27.477272727272727,76.55854166666667,70.02000000000001,82.06500000000001
540,2,22,-1,25.374728260869563,25.74320652173913,25.87024456521739,25.92468297101449,25.942889492753626,25.776992753623187,24.3,24.63913043478261,24.891304347826086,24.956521739130434,24.952173913043477,24.59130434782609,26.678260869565218,27.11304347826087,27.08695652173913,27.13913043478261,27.2,27.421739130434784,66.17857789855073,60.917391304347824,70.84347826086957
541,2,22,0,25.83953737745098,26.160326797385622,26.154274918300654,26.105113357843134,26.220325776143792,26.099737540849674,24.726470588235294,25.11911764705882,25.21470588235294,25.166176470588233,25.16176470588235,24.654411764705884,27.052941176470586,27.24705882352941,27.23970588235294,27.101470588235294,27.336764705882356,27.716176470588238,71.6697003079839,65.35671641791045,75.87014925373134
542,2,22,1,25.188446969696965,25.36988636363636,25.374242424242425,25.71382575757576,25.826893939393937,25.496401515151515,24.377272727272725,24.627272727272725,24.677272727272726,24.94545454545454,24.877272727272725,24.227272727272727,26.072727272727274,26.13181818181818,26.11818181818182,26.486363636363638,26.66818181818182,27.14090909090909,75.310625,68.345,81.20500000000001
543,2,23,-1,25.58093297101449,26.081838768115944,26.162590579710148,26.256385869565218,26.20199275362319,26.058740942028987,24.29565217391304,24.686956521739127,24.956521739130434,25.01304347826087,24.94782608695652,24.604347826086954,27.426086956521736,28.017391304347825,27.839130434782607,27.87391304347826,27.91304347826087,28.169565217391302,66.09986413043478,59.091304347826096,71.66521739130435
544,2,23,0,25.958803104575164,26.257066993464054,26.244475081699346,26.229279003267976,26.387239583333333,26.217213031045752,24.83823529411765,25.194117647058825,25.224999999999998,25.211764705882356,25.28529411764706,24.669117647058822,27.330882352941178,27.516176470588235,27.41764705882353,27.405882352941177,27.64264705882353,27.91764705882353,71.65740049751244,65.03432835820895,77.76268656716418
545,2,23,1,25.11813241106719,25.26875,25.192877140974964,25.478804347826088,25.58661067193676,25.347348484848485,24.16818181818182,24.363636363636363,24.36818181818182,24.577272727272728,24.586363636363636,23.38181818181818,26.1,26.181818181818183,26.031818181818185,26.318181818181817,26.518181818181816,26.972727272727273,74.27354166666666,67.64,80.02000000000001
546,2,24,-1,25.694972826086957,26.26363224637681,26.379483695652173,26.4981884057971,26.491666666666664,26.27441123188406,24.330434782608698,24.891304347826086,25.13478260869565,25.26086956521739,25.252173913043475,24.791304347826088,27.782608695652176,28.191304347826087,28.186956521739127,28.230434782608693,28.165217391304346,28.417391304347827,65.48061594202898,57.35217391304349,73.12173913043478
547,2,24,0,25.820399305555554,26.1429585375817,26.144771241830064,26.106352124183008,26.260631127450978,26.098866421568626,24.654411764705884,24.980882352941176,25.094117647058823,25.01323529411765,25.158823529411762,24.519117647058824,27.305882352941175,27.575,27.49411764705882,27.41470588235294,27.633823529411764,28.03676470588235,70.86077943615257,64.05820895522388,76.80000000000001
